,comment,rating
14,"Kalite kalite kalite
Triger actiona kıyasla hem içme yerinin hijyeni açısından çok iyi hemde tutma yeri açısından çok iyi
Çok sevdik baya kaliteli ve güzel",5
15,"Ne yalan söyleyeyim, Starbucks termoslar indirime girdiğinde arada kalmıştım ama Merik’in linkleri her zaman en mutlu edenidir deyip aldım ve haksız çıkmadım:))",5
16,Harika bir alışveriş oldu çok güzel paketlenmiş hızlı bir teslimat bu yorumu haketti orjinal ürün barkod ile hemen kaydını gerçekleştirdim,5
17,Orjinal kutupayı firmasından zaten müthiş kalite👍🏻Ve hepsiburadaya iki günde teslim ettiği için teşekkürler,5
18,gayet yeterli bir ürün sicak tutması oldukca iyi tavsiye ederim,5
19,Ürün sorunsuz teslim edildi. Paketleme yeterliydi. Ürün orjinal. Gelir gelmez sitesinden kayıt işlemini yaptım.,5
20,gayet yeterli bir ürün sicak tutması oldukca iyi tavsiye ederim,5
21,Ürünün kargosu gayet iyi geldi ama içine patpatlardan da koyulabilirmiş bence hepsijetle sağlam geliyor zaten,5
22,Perşembe aldım pazartesi elimdeydi.Paketlemesi çok iyi aynı üründen kullanıyorum zaten ikinciyi aldım ürün orijinal ömür boyu garanti için sisteme kaydettim.,5
23,Harika ürün bu fiyata kaçırmayın,5
24,Beğendim çok kullanışlı aktif olarak günlük kullanıyorum,5
25,Ürün orjinal barkotlu ömür boyu garantili kullanımı çok iyi ağız kısmının kapalı olması çok iyi tozlanmıyor,5
26,"Sadece kağıda sarılı bir şekilde geldi, paketleme olmamış. Orijinal bir kutusu olmalıydı, yoksa ürün çok güzel, sağlam",4
27,Ürün istediğim gibi istediğim şekilde elime ulaştı.ilgili satıcı hersey yolunda bir alışveriş oldu orjinal ürün tesekkürler hepsiburada,5
28,Eşim yıllardır yeşilini kullanıyordu ve çok memnundu. Hem ağzının kapaklı olması hijyenik bir kullanım sağlıyor hem de kulplu olması taşıma kolaylığı sağlıyor. Kendime ve kardeşime satın aldım renkleri harika..,5
29,Teşekkürler,5
30,Ürün iyi paketlenmemişti. Kargo çok geç geldi,4
31,Hızlı kargo. Paketlenmesi çok iyi. 5 dakika uğraştım açmak için.,5
32,İlk defa alışveriş yaptığım satıcının ürünü söylenen günlerden daha hızlı teslim etmesi üzerine teşekkür ederim. Ürün gayet iyi paketlemiş durumdaydı. Ürünün orjinalliğinin sorgulamak için barkod ve distribütör etiketi mevcuttu. Ütün de herhangi bir hasar da yoktu. Herkese gönül rahatlığıyla alışverişi tavsiye ederim .,5
33,"Ürün çok iyi kaliteli, resimdekinin aynı rengi geldi. Siparişten sonra ertesi gün kargom geldi. Üzerindeki QR kod’u okutup açılan siteye seri numarasını girdim ve ömürboyu garantisi başladı.",5
34,Stanley kalitesi tartışılmaz 1.3 lt si var bunu günlük kullanım için aldım 1 günde hızlı bi trslimat yapıldı ürün orjinal hepsiburada satıcısından aldım qr koddan ömürlük garantisini yaptım sadece görselde görünen kağıda sarmak yerine bi patpata sarılmasını isterdim .,4
35,Beş yıldız vermemin sebebi yukarda görünmesi için ürün sağlam geldi evet ama kargolama berbattı kutunun içine öylece konulmuş kargo firmalarının kargoları sağa sola attıklarını düşünürsek daha özenli bir gönderim saglanabilirdi,5
36,Termosumla aşk yaşıyorum resmen uzun zamandır almak istiyordum.güzel paketlenmiş.soguk suda denedik 12 saati geçti soğuk tutması sıcağı denemedim daha. ömür boyu garantisini de kare kodu okutup kaydettirdik kolayca,5
37,Akşam sipariş verdim sabah teslim edildi bu ne hız yahu ☺️ tabi termosu denedikten sonra güncelleme yapacağım hasarsız geldi çok şık kargo hızı zaten tartışmaya kapalı barkod kısmından direk ömürlük garantisini yaptım,5
38,Ürün gayet güzel. Ömür boyu garantili. 7-8 saat sıcak tutuyor kahveyi deneyerek tecrube ettim. Şu ana kadar akıtma olmadı. Tavsiye ederim,5
39,Sadece paketlemeyi foto olarak atıyorum. 15 senedir stanley kullanıcısıyım. Bildiğimiz stanley işte 🤷🏻‍♂️  kalite vs vs. Dechatlon’da da güzel termoslar var ama hastalık işte😊 çift kapaklı koruma olması. Çantaya asma yeri olması artı artı özelikleri,5
40,Termos saglam bir şekilde paketlenerek tarafıma ulaştı. Termosta herhangi bir deforme yoktu. Sıcak suyla deneyemedim fakat soguk su doldurarak 4.30 saat beklettim sonrasında geyet soguktu.,5
41,Harika bir ürün şahene cuma sayeslnde ucuza aldım. Emeği geçen herkese teşekkür ederim,5
42,Marka zaten tartışılmaz.Hepsijet le hızlı geldi.Derya Balta indirimi ile 2 tane aldım,5
43,Ürünü arkadaşımda gördüm kullandım çok beğendim kendimde sipariş ettim.👍,5
44,Harika ürün Özenli paket edilmiş teşekkür ederim elinize emenize sağlık,5
45,Teşekkürler gayet hızlı geldi ayrıca qr kodunu okuttum ürün orijinal 👌🏼,5
46,Paketleme çok güzel.kargo beklediğimden çabuk geldi.ürün gerçekten güzelmiş,5
47,Ürünü hepsi burada satıcısından aldım .ürünün korunaklı bir kutuyla geldi ve orginal kaydında sıkıntı yasamadım,5
48,"Stanley kalitesi, 0.47lt ve üzeri ürünler benim için tartışılmaz. Ürünü hediye aldığım için henüz kullanmadım. Ürünün orijinal olup olmadığı konusunda küçük bir kaygım oldu, zira içinden çıkan kullanma kılavuzu, daha evvel farklı platformlardan aldığım 6 farklı Stanley ürünü gibi, İngilizce yazılı bir klavuz değil, küçük tek bir yapraktan oluşan bir kılavuz idi. Qr kodu ile garanti için kayıt sayfasına ulaşınca rahatladım. Daha evvel bildiğim hikayeler olduğu için çekincede kaldım maalesef.
Ürünün paketlenmesi konusu çok kötü maalesef. Sadece paket kağıdına sarıp kutuya koymuş firma, hiç bir koruması yok, kutunun içinde sallana sallana gelmiş. Diğer satın aldığım firmalar en azından ""patpat"" olarak bilinen balonlu plastiğe sardılar.
Ürün değerlendirmesine 5 yıldız veriyorum,  satıcı firma için değil.",5
49,Ürünü hepsi burada satıcısından aldım .ürünün korunaklı bir kutuyla geldi ve orginal kaydında sıkıntı yasamadım,5
50,Ürün güzel tabi ki orada sıkıntı yok ancak gerçekten özensiz bir kargolamayla geliyor ertesi günde hemen geldi  bu iyi olsada sadece kağıda sarmışlar kutuya koymuşlar kargo firmalarının kutulara top muamelesi yaptığı malum o yüzden kargolama çok kötü,4
51,Çok başarılı sadece tasarımda askı kısmının bu kadar büyük olmamasını isterdim,5
52,"Ürün 1 günde elime ulaştı hepsiburada’ya çok teşekkür ederim.
Paketlenmesinde pat pat olsaydı daha iyi olurdu diye düşünüyorum :)",4
53,Bayıldım başka bir rengini kullanıyorum zaten,5
54,İyiki beyazını almışım çok güzel çok şık,5
55,Boyutu çok iyi.kararinda.,5
56,Hızlı geldi yeşil rengide vardı beyaz güzelmiş,5
57,Çok güzel sağlam bir şekilde ulaştı  elime,5
58,Stanly kalitesi sorunsuz ulaştı severek kullanıyorum,5
59,"Termos gerçekten harika zaten elinize aldığınızda kalitesini anlıyorsunuz. Özellikle bu modeli kullanan birkaç arkadaşımın önerisiyle aldım. Ancak Yıldız Store satıcısından lütfen almayın.  Ben ne yazık ki sorun yaşadım. Kendileri bana önceden başka bir müşterinin iade ettiği aynı kusurlu ürünü gönderdi. Paketleme de çok yetersizdi, üzerinde de çizikler var. Ömürboyu garanti kaydı için gereken kodun olduğu etiket sökülmüş. Eşimin doğumgünü için almıştım iade etmek zorunda kaldım. Başka satıcıdan almanızı öneririm.",1
60,Paketlenmesi daha iyi olabilirdi âma zaten baya sağlam ona güvenmişler. Denemedim ama sorunsuz geldi ve orijinal ürün teşekkürler,5
61,"Ürünün üzerinde olan kare kodu taratıp ithalatçı firmanın İnternet sayfasında ürün garantisi için kayıt formuna yönlendiriyor buraya kadar iyi fakat kayıt yapmıyor form kotası doldu yazısı çıkıyor altında da İngilizce
(Bu form kendisine ayrılan kotayı aştı ve şu anda kullanılamıyor... Bu form sahibi ile iletişime geçmeyi deneyin) uyarı veriyor.
Burdan Hepsiburada yetkililerle rica ediyorum yetkili ithalatçı firmaya iletişime geçip bu konuyu iletmelerini sorunun çözülmesini talep etmelerini istiyorum Hepsiburada tarafından satılan bu ürünün ömür boyu garanti kaydını şu an yapılmamaktadır.",4
62,Orjinal urun guzel paketleme,5
63,Ürün gösterildiği gibi. Kargo hızlı. Sızdırmazlık testi yaptım sorun yok hiç damlatmıyor bile. Sıcaklık testini de yapıp tekrar yorum yazabilirim.,5
64,Eşim ile birbirimizi yıl dönümü hediyesi olarak aldık. Ürünün orijinal olması ve hiçbir yerinde Çizik olmaması mutluluk verici teşekkürler 🤝,5
65,Tutma yeri olmasi ve agzinin kapakli olmasi cok iyi. Yani benim beklentilerimi karsiladi. Bu sonucta mug oyle saatlerce ayni sicaklikta kalmasini beklememk lazim… Bir de paketleme cok iyiydi. Kutu icinde patpatlara sarilmis… memnunum. Tavsiye ederim.,5
66,Hiçbir yerinde kırık çizik yoktu. Paketleme güzel hızlı kargolama için de ayrıca teşekkürler. Daha önce de stanley kullandık o nedenle kalitesini zaten biliyorduk. Tek kelimeyle mükemmel,5
67,Paketleme her şey güzel ama ürün rengi değişik geldi yeşil istemiştim paketten siyah çıktı ürün o kadar güzel ki renk farkı bile etkilemedi😊,5
68,Eşim ile birbirimize yıldönümü hediyesi olarak aldık. Ürünün orijinal olması ve herhangi bir yerinde kusuru olması sebebiyle çok beğendik 🫶,5
69,Ürün çok iyi ama o kadar amatör paketlenmişti ki bi kargo poşetine koymuş göndemişler. Ne patpata sarmak ne kutulamak akıllarına gelmemiş. İade.,5
70,"Ürünün kalitesi zaten belli ayrıca çok iyi ambalajlanmış koli içinde zararsız geldi, iki adet aldım biri arkadaşıma hediye, teşekkür ederim",5
71,"2 gün içerisinde elime ulaştı. Sert karton kutuda kargolandığından herhangi bir zarar görmemiş. Garanti kaydını sitesinden yaptım, orjinal ürün. Bu fiyatla ihtiyacı olanlara tavsiye edebilirim.",5
72,Ürünü henüz kullanmadığım için yorum yapamıyorum bir sıkıntısı varmı bilemiyorum. Kullandıktan sonra güncelleme yaparım. Ama kargo teslimi efso yani. Siparişi dün verdim bugün teslim edildi 🤩😎👊🏻,5
73,Stanley kalitesi tartışılmaz. 1 günde elime ulaştı ilk defa bu markanın termosunu kullanmaya başladım şu an 6 saat oldu hala kahvem sımsıcak.,5
74,Marc’a kendine çok güveniyor olabilir ama kargolama şekli biraz daha güvenilir ve sağlam olması gerektiğini düşünüyorum. Onun dışında daha denemedim ama herkesin tavsiyesi olumlu,5
75,Yorumlardan kaynaklı tereddüt ettim satıcı orjinal kaydını da yaptırdım akıtmıyo sıcak tutma konusunda gün içinde başarılı ekstra başarılı mı onu kullandıkça güncelliycem yeşilini de kocama aldım taşıması kolay güzel ürün,5
76,Marc’a kendine çok güveniyor olabilir ama kargolama şekli biraz daha güvenilir ve sağlam olması gerektiğini düşünüyorum. Onun dışında daha denemedim ama herkesin tavsiyesi olumlu,5
77,"Ürünüm elime ulaştı teşekkürler
Şöyle ki, böyle güzel kalitede ki ürünün daha özenli gönderilmesi sizin için sadece bir oneridir, teşekkürler
Ürünü bulaşık Makinesin de yıkayabiliyormuyuz?",5
78,"Ürün araştırmam çok sürmedi internet üzerinden inceleme yapan insanları izledim ve bana uygun olan ürünün bu olduğunu düşünüp kısa bir sürede karar verdim. Ancak ürün araştırmasından çok satıcı araştırmasında vakit harcadım. Diğer yorumlara baktığımda özensiz paketleme çizikler, ezilmeler gibi kusurlardan çekiniyordum.Aralarından seçtiğim bu satıcıya çok teşekkür ederim gayet özenli bir şekilde paketlemesinler yapmışlar sarmış sarmalamışlar. Kahve için ayrıca teşekkür ederim.",5
79,Hızlı geldi. Ürünü kayıt ettik bi sorun çıkmadı. Boyutu da çok ideal küçük gelir diye endişelenmiştim ama baya büyük,5
80,Stanley.. soze gerek yok. Paketlemede cok guzeldi teskkurler,5
81,Kampanyada indimli aldigim icinnsansliyim. Kaliteli parasni hakediyor. Guzel paketlenmis tesekkurler,5
82,Yeşil renk ve siyah istedim. İkisi de siyah geldi.lütfen bir çözüm bulunsun,5
83,Hızlı kargo ve sağlam paketleme ile elime ulaştı. Ürünü denedik ve hakkını veriyor.,5
84,Ürün orjinal ve hasarsız geldi. 1 yıldızı kargodan dolayı kırıyorum bana gelen kutunun her yeri açıktı ve termos sadece ince bi kağıda sarılıydı darbe almadan gelmiş ama darbe de alabilirdi,4
85,Ürün güzel yalnız paketleme berbattı. Böyle ürünler pat pata sarılmadan gönderilmemeli burdan satıcının dikkatini çeker de özen gösterirler inşallah.,4
86,Aşkbahçem aşkçeşmem sevgilime hediye olarak aldim bayilldik teşekkürler,5
87,Orjinal ürün indirimden aldım süper kare barkod ile garanti aktif edebiliyorsunuz,5
88,Bu markanın bence en kullanışlı ürünü. Doğada kullanacaklar için kamp vs. elde taşıma kısmı çok iyi düşünülmüş.,5
89,Gayet sağlam ve çok hızlı geldi satıcıya teşekkür ederim. Barkoddan garanti kaydını yaptım herhangi bir sorun yaşamadım,5
90,Ürün güzel yalnız paketleme berbattı. Böyle ürünler pat pata sarılmadan gönderilmemeli burdan satıcının dikkatini çeker de özen gösterirler inşallah.,4
91,Kargo gelir gelmez kullanmaya başladım. Ürünü karekodundan ömür boyu garanti kaydını yaptırdım. Paketleme iyiydi sağlam ulaştı,5
92,Kargo normal sürede geldi ama  zayıftı Stanley kalitesine güvenip kağıda sarıp göndermişler. Küçük değil ideal küçük pet şişe su gibi düşünülebilir.,4
93,"Çok istiyordum , indirimde aldım, kaydını yaptırdım ömür boyu garanti🤩",5
94,"Hepsiburada çok hızlı gönderim sağladı , üründe herhangi bir problem yoktu orjinal temiz ürün",5
95,"Stanley kalitesi farkını gösteriyor. Sağlam bir ürün, uzun süre kullanım için en doğru tercihlerden. Kargo daha özenli olabilirdi.",5
96,Herkesin övdüğü kadar varmış. İnanılmaz kullanışlı ve uzun saatler sıcacık tutuyor,5
97,ürünü hepsiburada satıcısından aldım. herkese geldigi sekilde paketlenmis. alt kısmına baktığımda ufakta olsa bi darbe almış. iadeyle ugrasmak istemiyorum fakat bu ozensizlik hic hos degil az bi para degil sonuc olarak.,4
98,Ürün Cok iyi Stanley bildiğim ve kullandığım bir modelidir farklı renklerini de aldım,5
99,BAYILDIM ÖZELLİKLE SATICIYA COK TEŞEKKÜR EDİYORUM CUMA ALDIM CUMARTESİ ELİMDE BEN ŞOK….💚,5
100,Garanti kaydını yaptım. Paketleme de yeterliydi. Şuan deniyoruz bakalım soğuma yapacak mı… teşekkürler,5
101,"Ürün sapasağlam geldi, orijinal kutup ayısına kaydını da yaptırdım. Tekrar alırsam bu satıcı aklımda. Teşekkürler.",5
102,Ürün güzel de yeşil sipariş vermiştim siyah göndermişler,5
103,Ürün güzel beklediğim gibi,5
104,Henüz kullanmadım hasarsız çok şık⭐️,5
105,Çok güzel ömür boyu garantide yaptırdık tertemizzz,5
106,"bugün yanıma aldığım kahveyi eve gelene kadar içmeye vakit bulamayınca yaklaşık 7-8 saatlik bir teste tâbi tutmuş oldum :). saat 13.30 civarı kahvemi koydum ve akşam 21 civarına kadar hiç açmadım. ve açtığımda gayet içilebilir bi sıcaklıktaydı, ne ağız yakacak kadar sıcak ne kahve keyfini kaçıracak kadar soğuk. kahvemi koymadan önce mutlaka kaynar suyla termosun içini çalkalıyorum, bence performansı önemli ölçüde etkiliyor. tek şikayetim satıcı çok özensiz kargolama yapmıştı. kutunun içine sadece kağıda sarılı olarak koyulmuştu, ilk etapta orijinalliğinden şüphe ettim hatta. kutupayısı sistemine sorunsuzca bağlandığımda bile ‘acaba mı?’ dedim yani.",5
107,Mükemmel çok kullanışlı,5
108,Ürün çok iyi hızlı kargo çok teşekkür ederim hepsiburada 👍🏽👌🏽,5
109,Sağlam bir şekilde hızlı kargolandı elime ulaştı,5
110,Orjinal ürün hemen kaydını yaptırdım. Kargo hızlı sağlam geldi,5
111,Kasım indiriminde aldım çok güzel stanley kalitesi,5
112,Ürün çok iyi 12 saat sonra bile ılıktı resmen,5
113,Çok şık çok beğendim,5
114,Kesinlikle tavsiye ediyorum,5
115,Hızlı ve güvenilir kargo. Ürün de çok güzel. Tavsiye ederim.,5
116,Harika bir indirimle aldım iyi ki daha fazla beklememişim 😁,5
117,Ürün hasarsız tertemiz geldi teşekkür ediyorum,5
118,"Orjinal ürün, çok güzel gerçekten parasını hakediyor",5
119,Çok güzel ne diyebilirim ki,5
120,premium duruyor ağız kısmı çok iyi basarak kullanılıyor,5
121,Eşime aldım ve çok güzel. Beklediğimden büyük,5
122,Orijinal ürün teşekkürler,5
123,Güzel ürün tavsiye ederim.,5
124,"Kargo hızlı ama ambalaj çok iyi değildi. Eski kullandığım sanki daha sıcak tutuyordu, bilemedim",4
125,Çok güzel zaten Stanley kalitesi tartışılmaz,5
126,Stanley kalitesi yüzeyi mat,5
127,Güzel ürün tavsiye ederim.,5
128,"Kargo hızlı ama ambalaj çok iyi değildi. Eski kullandığım sanki daha sıcak tutuyordu, bilemedim",4
129,Çok güzel zaten Stanley kalitesi tartışılmaz,5
130,Harika bişey kredi dahi çekip almalısınız. Yüz yılın icadı,5
131,Kaliteyi değerlendiremezsiniz.. süper bi termos,5
132,"Fiyatını kesinlikle hakediyor, orijinal ürün",5
133,"Ürün olması gerektiği gibi
Kapaktaki QR kod dan ürün kaydı gerçekleştirdim",4
134,"indirimde aldım büyük boyunu kullanıyordum, stanley kalitesi",5
135,"Satıcı oldukça ilgili,
Kusursuz elimize ulaştı, teşekkür ederiz",5
136,"Iki adet aldık, bir gün geçikme yaşandı sorun değil. 
Ama malesef bir tanesi kargoda zarar görmüş. İade edeceğiz. Umarım satıcı buradan iletişime geçer ve anlayışlı olur. Yurtiçi kargo. Fotoğraflarda net bir şekilde görülüyor.",3
137,Ürün hemen elime ulaştı. Stanley orijinal. Firmaya teşekkür ederim.,5
138,"Paketi yeni açabildim, güzelce ince yumuşak kağıda sarılıp kendi ölçüsünde bir kutuya konularak paketlenmiş,zararsız,hasarsız şekilde ulaştı,çok teşekkür ederim. Stanley bilinen marka,kalitesini konuşmaya gerek yok,ben de kulpsuz olanı vardı,çok memnunum  .şimdi denemelik sıcak su koydum, performansına bakacağım,bazen Stanley termoslarda sıkıntı çıkabiliyor, umarım sorun çıkmaz.hasılı ben keyifle kullanıyorum, tavsiye ederim",5
139,Çok güzel,5
140,Çok güzel,5
141,Çok güzel bir termos fakat siyah renk geldi,4
142,Ürün çok şık ve orjinal🙏🏻 direkt gelir gelmez kontrol ettim orijinalliğini ve garanti için kaydettirin. Resmen 1 günde de elime ulaştı çok hızlıydı tesekkurler Hepsiburada ❤️ bu arada Stanley kalitesini bilmeyen yoktur bas iç olduğu ve kapağında koruması olduğu için bu modeli tercih ettim farklı bi termos bardak kullanıyordum bebek arabasında içmesi çok zor oluyordu bir de bunu deneyeceğim umarım içme kalitesinden memnun kalırım sıcaklık konusunda vs memnun kalacağımdan eminim🫶🏻,5
143,10 üzerinden 9.,5
144,Sıcak tutma özelliği minimum derece de iki termosa su koyup aynı saatlerde ölçtüm. Diğer marka bu ürünün yarı fiyatı ama geceden sabaha aralarında 8 derece fark var. Hatta ilk suyu koyduğumda diğer markanınkinin sıcaklık derecesi daha azdı. Amacınız sıcak tutmaksa almayın amacınız kahve içmekse bardak olduğu için aynı zamanda alın ben bebeğim için gece sıcak su tutuyorum böyle kenarda mama hazırlamak için diğer markadan çok daha memnunum,2
145,"Altı saatin sonunda sıcak diyemeyeceğim,ılık daha doğru olur,seviyesine geldi.belirtildiği yedi saat sıcak işi ütopya.zojirushi tm-060 çok daha başarılı bence.",4
146,"Stanley, dünyaca tanınan marka zaten. Burda satıcıya iş düşüyor. Kargolama çok hızlıydı. Paketleme ürünü kargoda iken zarar görmeyecek şekilde yapılmış. Teşekkürler",5
147,"Sicak soguk min 2 saat,  asiri soguk veya sicak degilse 4 saate kadar tutuyor. Cok pratik. Kolay temizleniyor. Araba kullanirken tek elle bile kullanabilirsiniz. Biraz agir ama Stanley sonucta, dayanimi icin gerekli. Sapasaglam. Ben 3 yildir kullaniyorum aynisini, bunu da anneme aldim. al 20 sene kullan. Kesin tavsiye.",5
148,"Siyah renklisi vardı bende zaten gayet memnunum. Piyasada sadece bu rengi kalmış. Ağızlık kısmının kapakla  kapanması çanta içindeyken çantanın kirlenmesini filan engelliyor. Kulp kısmı tek elle hem termosu hem başka bir eşyayı taşımada çok işe yarıyor. Serçe parmağa termosu takıp diğer parmaklarla başka eşya taşıyabiliyorsunuz. Kulp kısmı ayrıca termos, çanta içinde iken tetiğe yanlışlıkla basılmasını engelliyor. İşlevsel bir ürün. Tetiğe basılı çok eğerseniz yani bardağa kahve dolduracaksınız mesela termosu tepe taklak getirirseniz tetik etrafından sızdırır haberiniz olsun. Bir hata değil normali bu.",5
149,"İstanbulda 24 saat dolmadan kargo teslim edildi aşırı hızlı. Ürüne söylenecek bir şey yok fazlasıyla kaliteli. Hemen içmeye başlayacaksanız sıcak doldurduğunuzda hemen kapatmayın zira 1saat sonrasında hala duman çıkmaya devam ediyor alışamadım henüz iki gündür dilimi yakıp duruyorum 😅 orijinal ürün, kutup ayısı sitesinden kayıt ettirmeyi unutmayın",5
150,"Bu yıldızı ürünün kalitesi gereği değil, kullanıcılardan topladığınız veriler için düşük tutuyorum. Ömür boyu garanti için aktif kullanıcıyı görmek adına Jotform niteliğinde veri topluyorsunuz. Ömür boyu garanti işlemini satıcı firma bizzat kendisi faturaya tanımlar geçer ekstra sizin kişisel veriler ve kampanyalar için ömür boyu garanti QR kodunu okutma zorunluluğunuzu anlamış değilim. Bu işten vazgeçin. Üstelik güvensizlik rolünü 3.parti form kayıt sistemi ile sağlamanız. Kim bilir ne kadar veri topladınız ne kadar sattınız!",4
151,"Evde 3 tane başka marka termos olduğu halde Stanley termosumu sürekli çalan bir kocam olduğu için mecburen yenisini aldım kendime tekrar 😀 çok memnunum. Sabah işe gelirken kahvemi yapıyorum, akşama kadar keyifle yavaş yavaş içiyorum. Evet akşama doğru biraz soğumuş oluyor ama benim için gayet yeterli. Y",5
152,"Yaklaşık 6 aydır 800₺-1000₺ civarındayken indirime girmesini bekliyordum. 2023 kasım ayında 749₺ olunca 51₺, 51₺'dir diyip bu fırsatı kaçırmak istemedim. Bu ürünü pc başındayken sürahi'den bardağa su koymaya üşendiğimden fazla su tüketemiyordum. Bu alışkanlığımı yıkmak için bu ürünü aldım. Şuan ihtiyaçlarımı fazlası ile karşılıyor. Plastik kısmı çıkartıp geri kalan gövdeyi bardak niyetine kullandığımda oluyor. Çok memnun kaldım.",5
153,"Son derece hızlı teslim edildi. Kurye arkadaş güler yüzlü bir kardeşimizdi. Ürüne gelecek olursak orijinal stanley ürünü. Kapağında QR kodu ile birlikte geliyor, kodu okutarak kayıt ettirip, garanti kapsamına alabiliyorsunuz. İlave olarak kullanım ve bakım talimatı da mevcut. Ben yeşil rengini aldım ve gerçekten çok güzel duruyor. Satıcısı hepsiburada olan bu ürünü tavsiye ederim.",5
154,Stanley almamak icin cok direndim cunku cok pahalı ama diger markalar asla buladar iyi degil. Gercekten uzun saatler sicak tutuyor ve ebat olarak tam gunluk kullanimlik,5
155,"Büyük beklenti ile aldım henüz kullanmadım kutulu geldi ama 100/200 tl alınan tabak çanaklar çeşit patpata sarılı gelirken bunun paketlenmesini beğenmedim 👎
Üstelik Stanley ömür boyu garanti Vadettiği için de tercih etmiştim fakat kodu okutup bilgileri girince kayıt olmuyor kota dolu diye uyarı veriyor yardımcı olursanız sevinirim.",3
156,İndirimden aldım çok sağlam ürün yanındaki tutacağı da çok kullanışlı geldi bana diğer modellerini elde taşımaktan daha kolay 6 saat sonra bile gayet içilir sıcak bir ılıklıkta tuttu,5
157,"Ürün çok güzel fakat satıcımı taşıyıcımı kusurlu bilmedim. Aynı ürünün 0,70 lt olanı başka satıcıdan aldım Kütahya’dan mükemmel paketleme ile kusursuz teslim edildi. Bu ürünüm yarım saatlik mesafeden hasarlı geldi.",1
